telegram_index,telescope,source
521_gcn,['rxte'],['source not found']
522_gcn,['rxte'],['grb']
524_gcn,"['iac', 'rxte', 'iac80']",['grb']
525_gcn,['telescope not found'],['grb']
526_gcn,['most'],"['grb', 'total']"
527_gcn,['telescope not found'],['grb']
528_gcn,['telescope not found'],['grb']
529_gcn,['gamma'],['gamma-ray burst']
530_gcn,['most'],"['grb', 'total']"
531_gcn,['telescope not found'],['grb']
532_gcn,['gamma'],['source not found']
533_gcn,['nordic optical telescope'],['grb']
534_gcn,['telescope not found'],['grb']
535_gcn,['telescope not found'],['source not found']
536_gcn,['telescope not found'],['source not found']
537_gcn,['vainu bappu'],['source not found']
538_gcn,['telescope not found'],['source not found']
540_gcn,"['bepposax', 'gamma']",['gamma-ray burst']
541_gcn,['telescope not found'],['source not found']
542_gcn,['bepposax'],['source not found']
543_gcn,['bepposax'],['source not found']
539_gcn,['telescope not found'],['source not found']
546_gcn,['telescope not found'],"['x-ray source', 'radio source']"
545_gcn,['telescope not found'],['source not found']
547_gcn,['telescope not found'],['x-ray source']
544_gcn,"['bepposax', 'chandra x-ray observatory']",['grb']
548_gcn,['telescope not found'],['optical source']
549_gcn,['bepposax'],['grb']
553_gcn,['bepposax'],['grb']
554_gcn,['vainu bappu'],"['x-ray source', 'moon']"
551_gcn,['bepposax'],['source not found']
555_gcn,['telescope not found'],['source not found']
550_gcn,['bepposax'],"['grb', 'total']"
552_gcn,['bepposax'],['grb']
557_gcn,"['bepposax', 'gamma']",['gamma-ray burst']
558_gcn,['rxte'],['grb']
556_gcn,['bepposax'],['source not found']
559_gcn,['telescope not found'],['source not found']
561_gcn,['bepposax'],['grb']
560_gcn,"['australia telescope compact array', 'very large array']",['x-ray source']
562_gcn,['australia telescope compact array'],['source not found']
563_gcn,['rxte'],['grb']
564_gcn,['bepposax'],"['grb', 'star']"
565_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
566_gcn,['bepposax'],['source not found']
54_atel,"['rxte', 'most']","['x-ray source', 'radio source', 'black hole']"
567_gcn,['bepposax'],['source not found']
568_gcn,['fast'],['grb']
572_gcn,['telescope not found'],"['grb', 'star']"
577_gcn,"['subaru', 'goto']","['grb', 'star']"
569_gcn,['westerbork synthesis radio telescope'],['source not found']
573_gcn,['telescope not found'],"['grb', 'star']"
576_gcn,['telescope not found'],['grb']
571_gcn,['rxte'],['grb']
570_gcn,"['most', 'nordic optical telescope']",['grb']
575_gcn,['gamma'],"['grb', 'star']"
574_gcn,['telescope not found'],"['grb', 'radio source']"
55_atel,"['most', 'iac', 'rxte']",['black hole']
582_gcn,['telescope not found'],['grb']
581_gcn,['telescope not found'],['source not found']
580_gcn,['planck'],"['grb', 'total']"
579_gcn,['telescope not found'],['grb']
578_gcn,['rxte'],['grb']
593_gcn,['telescope not found'],['source not found']
583_gcn,['telescope not found'],['grb']
587_gcn,"['subaru', 'goto']","['galaxy', 'total', 'star']"
592_gcn,['gamma'],"['galaxy', 'grb']"
588_gcn,['gamma'],"['grb', 'star']"
590_gcn,['telescope not found'],['radio source']
589_gcn,['telescope not found'],['radio source']
586_gcn,['telescope not found'],"['grb', 'galaxy', 'star']"
591_gcn,['vainu bappu'],['total']
584_gcn,['telescope not found'],['grb']
585_gcn,['telescope not found'],['grb']
595_gcn,['telescope not found'],['grb']
594_gcn,['telescope not found'],"['grb', 'galaxy', 'total', 'star']"
596_gcn,['telescope not found'],"['grb', 'star']"
598_gcn,['gamma'],"['grb', 'star']"
56_atel,['telescope not found'],['star']
597_gcn,['telescope not found'],['grb']
599_gcn,['telescope not found'],"['galaxy', 'grb']"
602_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
600_gcn,['most'],"['grb', 'total', 'star']"
603_gcn,['telescope not found'],"['galaxy', 'grb']"
601_gcn,['telescope not found'],['source not found']
607_gcn,['telescope not found'],"['grb', 'total']"
604_gcn,['telescope not found'],['grb']
608_gcn,['telescope not found'],['grb']
605_gcn,['telescope not found'],"['galaxy', 'grb']"
606_gcn,['telescope not found'],"['grb', 'total']"
609_gcn,['telescope not found'],"['grb', 'betelgeuse', 'star']"
610_gcn,"['gamma', 'fast']","['grb', 'star']"
611_gcn,['gamma'],"['grb', 'galaxy', 'gamma  ray burst', 'star']"
613_gcn,['telescope not found'],['source not found']
612_gcn,['jacobus kapteyn telescope'],['grb']
614_gcn,['telescope not found'],['source not found']
615_gcn,['telescope not found'],['source not found']
616_gcn,['telescope not found'],['source not found']
57_atel,"['rossi x-ray timing explorer', 'rxte']",['source not found']
618_gcn,['telescope not found'],['source not found']
617_gcn,['most'],"['grb', 'betelgeuse']"
619_gcn,['telescope not found'],['grb']
621_gcn,['telescope not found'],['grb']
622_gcn,['telescope not found'],['source not found']
620_gcn,['telescope not found'],"['grb', 'radio source', 'star']"
624_gcn,['telescope not found'],"['galaxy', 'grb']"
623_gcn,['gamma'],"['grb', 'galaxy', 'gamma  ray burst']"
625_gcn,['telescope not found'],"['grb', 'radio source']"
626_gcn,['telescope not found'],['source not found']
632_gcn,['telescope not found'],['source not found']
633_gcn,['iac80'],['grb']
631_gcn,['telescope not found'],['grb']
58_atel,['rxte'],['source not found']
630_gcn,['telescope not found'],['source not found']
629_gcn,['telescope not found'],['source not found']
628_gcn,['telescope not found'],['star']
627_gcn,['most'],"['grb', 'galaxy', 'total']"
636_gcn,"['bepposax', 'fast']",['grb']
635_gcn,"['bepposax', 'fast']",['grb']
634_gcn,"['bepposax', 'fast']",['grb']
637_gcn,['bepposax'],['source not found']
639_gcn,"['bepposax', 'gamma', 'fast']","['gamma-ray burst', 'total']"
638_gcn,['bepposax'],['source not found']
640_gcn,['telescope not found'],['source not found']
642_gcn,['telescope not found'],['source not found']
641_gcn,['telescope not found'],['source not found']
643_gcn,['telescope not found'],['source not found']
647_gcn,['telescope not found'],['total']
646_gcn,['telescope not found'],"['grb', 'star']"
645_gcn,['magic'],['grb']
644_gcn,"['bepposax', 'fast']",['source not found']
649_gcn,['bepposax'],['total']
648_gcn,['palomar'],['source not found']
652_gcn,['telescope not found'],"['grb', 'total', 'star']"
650_gcn,['telescope not found'],"['grb', 'star']"
651_gcn,['bepposax'],['grb']
654_gcn,['telescope not found'],['grb']
653_gcn,['telescope not found'],"['grb', 'galaxy', 'star']"
656_gcn,['telescope not found'],"['grb', 'star']"
655_gcn,['telescope not found'],['radio source']
657_gcn,['bepposax'],['source not found']
658_gcn,['telescope not found'],['grb']
659_gcn,['telescope not found'],['grb']
660_gcn,['palomar'],['source not found']
661_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
664_gcn,['telescope not found'],['grb']
663_gcn,['bepposax'],['grb']
662_gcn,['telescope not found'],"['grb', 'galaxy', 'star']"
665_gcn,['rxte'],"['x-ray source', 'grb']"
666_gcn,['gamma'],"['grb', 'classical nova', 'hii region', 'galaxy', 'star']"
667_gcn,['telescope not found'],['grb']
668_gcn,"['rxte', 'most']",['grb']
669_gcn,['telescope not found'],"['galaxy', 'grb']"
670_gcn,"['rxte', 'nordic optical telescope']",['source not found']
671_gcn,['telescope not found'],['source not found']
672_gcn,['bepposax'],['source not found']
673_gcn,['telescope not found'],['grb']
674_gcn,"['bepposax', 'nordic optical telescope']",['grb']
675_gcn,['bepposax'],['grb']
678_gcn,['bepposax'],['source not found']
677_gcn,"['bepposax', 'gamma']","['gamma-ray burst', 'grb']"
676_gcn,['bepposax'],['source not found']
681_gcn,['bepposax'],['source not found']
680_gcn,['bepposax'],['source not found']
679_gcn,['nordic optical telescope'],['source not found']
682_gcn,['bepposax'],['source not found']
683_gcn,['bepposax'],['grb']
684_gcn,['bepposax'],['grb']
685_gcn,['telescope not found'],"['x-ray source', 'grb']"
686_gcn,['telescope not found'],['source not found']
687_gcn,['gamma'],['gamma-ray burst']
688_gcn,['palomar'],['grb']
693_gcn,['telescope not found'],['source not found']
691_gcn,['bepposax'],['grb']
692_gcn,['palomar'],"['grb', 'galaxy', 'star']"
689_gcn,['palomar'],"['grb', 'galaxy', 'star']"
690_gcn,['gamma'],['star']
694_gcn,['telescope not found'],['grb']
695_gcn,['telescope not found'],['star']
696_gcn,['bepposax'],['source not found']
697_gcn,['telescope not found'],['grb']
698_gcn,"['hubble', 'gamma', 'hubble space telescope']","['grb', 'galaxy', 'total']"
700_gcn,['bepposax'],"['grb', 'radio source', 'total']"
701_gcn,"['hubble', 'hubble space telescope']","['grb', 'galaxy', 'star']"
699_gcn,['telescope not found'],['source not found']
704_gcn,"['most', 'gamma']","['grb', 'grb 980425', 'supernova', 'galaxy', 'star']"
705_gcn,['bepposax'],['source not found']
702_gcn,"['hubble', 'gamma', 'hubble space telescope']","['grb', 'supernova', 'grb 971214', 'galaxy', 'total', 'star']"
703_gcn,['bepposax'],['grb']
706_gcn,['bepposax'],['source not found']
709_gcn,['bepposax'],['grb']
707_gcn,['bepposax'],"['grb', 'radio source']"
711_gcn,['telescope not found'],['source not found']
710_gcn,['bepposax'],['source not found']
708_gcn,['bepposax'],"['grb', 'total']"
714_gcn,['telescope not found'],['moon']
713_gcn,['iac'],"['grb', 'star']"
712_gcn,['telescope not found'],"['grb', 'grb 990123', 'galaxy', 'star']"
715_gcn,['gamma'],"['grb', 'grb 990123', 'galaxy', 'star']"
721_gcn,['telescope not found'],['source not found']
722_gcn,"['bepposax', 'gamma']",['gamma-ray burst']
717_gcn,['bepposax'],['grb']
718_gcn,['bepposax'],['source not found']
719_gcn,['bepposax'],['source not found']
720_gcn,['telescope not found'],"['grb', 'sun']"
724_gcn,['telescope not found'],['source not found']
723_gcn,['bepposax'],['source not found']
716_gcn,['bepposax'],['grb']
727_gcn,['telescopio nazionale galileo'],['total']
726_gcn,['gamma'],"['galaxy', 'grb']"
725_gcn,['bepposax'],['source not found']
728_gcn,['telescope not found'],['total']
729_gcn,['bepposax'],['total']
730_gcn,['telescope not found'],['source not found']
732_gcn,['telescope not found'],"['grb', 'grb 990123']"
731_gcn,['gamma'],"['grb', 'supernova', 'radio source', 'galaxy']"
733_gcn,"['hubble', 'telescopio nazionale galileo', 'hubble space telescope']","['grb', 'galaxy', 'total']"
736_gcn,['bepposax'],['source not found']
734_gcn,['telescope not found'],['grb']
735_gcn,['telescope not found'],['grb']
739_gcn,['nordic optical telescope'],"['radio source', 'optical source', 'star']"
740_gcn,['telescope not found'],"['grb', 'radio source']"
741_gcn,['telescope not found'],"['total', 'radio source']"
737_gcn,['telescope not found'],['grb']
738_gcn,['telescope not found'],"['radio source', 'optical source']"
742_gcn,['telescope not found'],['grb']
743_gcn,['telescope not found'],"['grb', 'radio source']"
744_gcn,['palomar'],['radio source']
746_gcn,['telescope not found'],"['grb', 'star']"
745_gcn,['telescope not found'],"['grb', 'total', 'star']"
747_gcn,['telescope not found'],"['galaxy', 'grb']"
748_gcn,['palomar'],['source not found']
749_gcn,['gamma'],"['grb', 'galaxy', 'grb981226']"
59_atel,['most'],"['x-ray binary', 'aquila']"
750_gcn,['bepposax'],['source not found']
60_atel,['rxte'],"['x-ray binary', 'black hole', 'total']"
751_gcn,['telescope not found'],"['grb 991216', 'grb', 'supernova', 'galaxy', 'total']"
62_atel,['telescope not found'],['source not found']
61_atel,['telescope not found'],['sgr']
752_gcn,['telescope not found'],"['grb', 'supernova', 'galaxy', 'total']"
753_gcn,['gamma'],"['grb', 'be star', 'gamma-ray burst', 'grb 980425', 'galaxy', 'star']"
754_gcn,['telescope not found'],['source not found']
755_gcn,['telescope not found'],"['grb', 'star']"
756_gcn,['telescope not found'],"['grb', 'galaxy', 'total', 'star']"
757_gcn,['most'],"['grb', 'galaxy', 'total']"
758_gcn,['telescope not found'],['source not found']
759_gcn,['telescope not found'],['source not found']
764_gcn,['telescope not found'],"['galaxy', 'grb']"
762_gcn,['telescope not found'],['source not found']
761_gcn,['bepposax'],['source not found']
760_gcn,['telescope not found'],['source not found']
763_gcn,['telescope not found'],['source not found']
765_gcn,['telescope not found'],['source not found']
766_gcn,['most'],['star']
768_gcn,['telescope not found'],['grb']
767_gcn,['telescope not found'],['grb']
769_gcn,['telescope not found'],['source not found']
770_gcn,['telescope not found'],['source not found']
771_gcn,['telescope not found'],"['grb', 'radio source']"
772_gcn,['telescope not found'],['grb']
773_gcn,['telescope not found'],['grb']
774_gcn,['telescope not found'],"['radio source', 'moon', 'total', 'star']"
775_gcn,['rxte'],"['sgr 1806-20', 'sgr']"
777_gcn,"['hubble', 'gamma', 'nordic optical telescope', 'hubble space telescope']","['grb', 'total']"
776_gcn,['telescope not found'],['source not found']
778_gcn,"['hubble', 'gamma', 'hubble space telescope']","['galaxy', 'grb']"
779_gcn,['telescope not found'],['source not found']
781_gcn,['most'],"['grb', 'quasar']"
780_gcn,['most'],['source not found']
782_gcn,['telescope not found'],['grb']
783_gcn,['telescope not found'],"['grb', 'optical source']"
784_gcn,['telescope not found'],['grb']
785_gcn,['telescope not found'],['grb']
786_gcn,['telescope not found'],"['grb', 'total']"
787_gcn,['palomar'],['total']
788_gcn,['nordic optical telescope'],['grb']
790_gcn,['telescope not found'],['source not found']
789_gcn,['telescope not found'],['source not found']
791_gcn,['telescope not found'],['source not found']
793_gcn,['telescope not found'],['source not found']
794_gcn,['telescope not found'],['radio source']
795_gcn,['telescope not found'],['source not found']
796_gcn,['telescope not found'],['star']
798_gcn,['james clerk maxwell telescope'],"['grb', 'radio source', 'optical source']"
797_gcn,['telescope not found'],['source not found']
801_gcn,['telescope not found'],['source not found']
800_gcn,['telescope not found'],['grb']
802_gcn,['telescope not found'],['source not found']
799_gcn,['telescope not found'],['source not found']
809_gcn,['nordic optical telescope'],"['grb', 'star']"
806_gcn,['telescope not found'],"['grb', 'star']"
808_gcn,"['hubble', 'palomar', 'chandra x-ray observatory', 'hubble space telescope']",['grb']
803_gcn,['telescope not found'],['grb']
804_gcn,['nordic optical telescope'],['grb']
805_gcn,['telescope not found'],['radio source']
807_gcn,['nordic optical telescope'],['grb']
810_gcn,['telescope not found'],['grb']
811_gcn,['palomar'],['star']
812_gcn,"['bepposax', 'fast']","['x-ray source', 'grb']"
819_gcn,['telescope not found'],['grb']
813_gcn,['telescope not found'],"['grb', 'star']"
817_gcn,['telescope not found'],['source not found']
816_gcn,['telescope not found'],"['grb', 'total']"
818_gcn,['telescope not found'],"['grb', 'star']"
814_gcn,['telescope not found'],['source not found']
815_gcn,['nordic optical telescope'],['source not found']
824_gcn,['telescope not found'],"['grb', 'star']"
820_gcn,['nordic optical telescope'],"['grb', 'star']"
823_gcn,['telescope not found'],['star']
821_gcn,"['subaru', 'goto']",['galaxy']
822_gcn,['telescope not found'],['source not found']
826_gcn,['telescope not found'],"['grb', 'star']"
825_gcn,['nordic optical telescope'],"['grb', 'star']"
827_gcn,['telescope not found'],"['grb', 'star']"
828_gcn,['telescope not found'],"['total', 'star']"
829_gcn,['telescope not found'],"['grb', 'star']"
830_gcn,['telescope not found'],['source not found']
832_gcn,['bepposax'],"['galaxy', 'grb']"
831_gcn,['telescope not found'],['star']
834_gcn,['bepposax'],['grb']
835_gcn,['bepposax'],['source not found']
836_gcn,"['bepposax', 'chandra x-ray observatory']","['grb', 'galaxy', 'total']"
833_gcn,['telescope not found'],['source not found']
837_gcn,['telescope not found'],['pegasus']
838_gcn,['telescope not found'],['source not found']
839_gcn,['telescope not found'],"['pegasus', 'sun']"
840_gcn,['nordic optical telescope'],"['grb', 'galaxy', 'star']"
842_gcn,['telescope not found'],"['moon', 'grb']"
843_gcn,['telescope not found'],['star']
841_gcn,['telescope not found'],['source not found']
845_gcn,['iac80'],"['grb', 'grb 970508', 'star']"
846_gcn,['bepposax'],['grb']
847_gcn,['bepposax'],['moon']
844_gcn,"['gamma', 'pepper']",['grb']
848_gcn,['most'],['grb']
849_gcn,"['new technology telescope', 'bepposax']","['grb', 'star']"
850_gcn,['isaac newton telescope'],"['grb', 'galaxy', 'star']"
851_gcn,['telescope not found'],['grb']
852_gcn,['telescope not found'],['grb']
853_gcn,['telescope not found'],['grb']
854_gcn,['telescope not found'],['source not found']
855_gcn,['telescope not found'],['grb']
857_gcn,['telescope not found'],['radio source']
856_gcn,['telescope not found'],['grb']
63_atel,['rxte'],"['x-ray binary', 'low mass x-ray binary']"
859_gcn,['telescope not found'],['source not found']
858_gcn,['telescope not found'],['grb']
861_gcn,"['rxte', 'gamma']",['gamma-ray burst']
860_gcn,['telescope not found'],"['grb', 'radio source', 'optical source']"
862_gcn,['palomar'],['star']
863_gcn,['rxte'],['source not found']
864_gcn,['rxte'],['source not found']
867_gcn,['telescope not found'],['grb']
865_gcn,['telescope not found'],['grb']
866_gcn,['telescope not found'],['grb']
868_gcn,['telescope not found'],['source not found']
870_gcn,['telescope not found'],['grb']
869_gcn,['telescope not found'],['source not found']
871_gcn,"['most', 'nordic optical telescope']","['galaxy', 'grb']"
872_gcn,['telescope not found'],"['group of', 'grb', 'group of galaxies', 'galaxy', 'total']"
873_gcn,['telescope not found'],['source not found']
874_gcn,['telescope not found'],['grb']
875_gcn,['telescope not found'],['grb']
876_gcn,['telescope not found'],['grb']
877_gcn,['telescope not found'],['source not found']
878_gcn,['bepposax'],['grb']
879_gcn,['bepposax'],['source not found']
884_gcn,['rxte'],['source not found']
882_gcn,['bepposax'],"['x-ray source', 'grb']"
883_gcn,['integral'],['grb']
880_gcn,['telescope not found'],"['grb', 'radio source']"
881_gcn,['most'],"['radio source', 'optical source', 'star']"
885_gcn,"['bepposax', 'gamma']","['grb', 'radio source', 'gamma-ray burst']"
886_gcn,['william herschel telescope'],"['grb', 'radio source', 'galaxy']"
887_gcn,['telescope not found'],"['grb', 'radio source', 'galaxy', 'optical source']"
889_gcn,"['hubble', 'westerbork synthesis radio telescope', 'astron']",['radio source']
888_gcn,['telescope not found'],['grb']
890_gcn,['telescope not found'],['grb']
891_gcn,['telescope not found'],['grb']
892_gcn,['palomar'],['grb']
893_gcn,['telescope not found'],['grb']
894_gcn,['telescope not found'],['grb']
895_gcn,"['bepposax', 'gamma']",['grb']
